half_hour,freq,freq_wt,uid,cluster
23,0.15789473684210525,0.11273496586167464,007a6124-81e8-42e6-b8cc-661f6a442d59,1
24,0.2631578947368421,0.15325592206606567,007a6124-81e8-42e6-b8cc-661f6a442d59,1
25,0.15789473684210525,0.05529655349438999,007a6124-81e8-42e6-b8cc-661f6a442d59,1
26,0.15789473684210525,0.06679674074463797,007a6124-81e8-42e6-b8cc-661f6a442d59,1
27,0.15789473684210525,0.08814022416644954,007a6124-81e8-42e6-b8cc-661f6a442d59,1
28,0.21052631578947367,0.10195037049715878,007a6124-81e8-42e6-b8cc-661f6a442d59,1
29,0.15789473684210525,0.08781967918391857,007a6124-81e8-42e6-b8cc-661f6a442d59,1
30,0.10526315789473684,0.07773957828650373,007a6124-81e8-42e6-b8cc-661f6a442d59,1
31,0.10526315789473684,0.07773957828650373,007a6124-81e8-42e6-b8cc-661f6a442d59,1
32,0.3157894736842105,0.24394787044002897,007a6124-81e8-42e6-b8cc-661f6a442d59,1
33,0.5263157894736842,0.453492598350523,007a6124-81e8-42e6-b8cc-661f6a442d59,1
34,0.631578947368421,0.5706557700895581,007a6124-81e8-42e6-b8cc-661f6a442d59,1
35,0.7368421052631579,0.8561960534860691,007a6124-81e8-42e6-b8cc-661f6a442d59,1
36,0.7368421052631579,0.9029602713141149,007a6124-81e8-42e6-b8cc-661f6a442d59,1
37,0.8421052631578947,0.9987231044145327,007a6124-81e8-42e6-b8cc-661f6a442d59,1
38,0.7368421052631579,0.8953225256296775,007a6124-81e8-42e6-b8cc-661f6a442d59,1
39,0.5789473684210527,0.791143642193108,007a6124-81e8-42e6-b8cc-661f6a442d59,1
40,0.6842105263157895,0.8274148920790381,007a6124-81e8-42e6-b8cc-661f6a442d59,1
41,1.0,1.0,007a6124-81e8-42e6-b8cc-661f6a442d59,1
42,0.6842105263157895,0.8316964605350768,007a6124-81e8-42e6-b8cc-661f6a442d59,1
43,0.631578947368421,0.7654697513282146,007a6124-81e8-42e6-b8cc-661f6a442d59,1
44,0.7894736842105263,0.7545311007562678,007a6124-81e8-42e6-b8cc-661f6a442d59,1
45,0.7368421052631579,0.6543590896269541,007a6124-81e8-42e6-b8cc-661f6a442d59,1
46,0.9473684210526315,0.6111812517429243,007a6124-81e8-42e6-b8cc-661f6a442d59,1
47,0.8947368421052632,0.30451339520164933,007a6124-81e8-42e6-b8cc-661f6a442d59,1
0,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
1,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
2,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
3,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
4,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
5,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
6,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
7,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
8,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
9,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
10,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
11,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
12,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
13,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
14,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
15,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
16,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
17,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
18,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
19,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
20,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
21,0.047619047619047616,0.12302555235538407,007a6124-81e8-42e6-b8cc-661f6a442d59,2
22,0.23809523809523808,0.3952992252235082,007a6124-81e8-42e6-b8cc-661f6a442d59,2
23,0.42857142857142855,0.5719922987872076,007a6124-81e8-42e6-b8cc-661f6a442d59,2
24,0.5714285714285714,0.7400987815644141,007a6124-81e8-42e6-b8cc-661f6a442d59,2
25,0.8095238095238095,0.8894373748493922,007a6124-81e8-42e6-b8cc-661f6a442d59,2
26,0.8571428571428571,0.9592577736567973,007a6124-81e8-42e6-b8cc-661f6a442d59,2
27,0.8571428571428571,0.9898730852044458,007a6124-81e8-42e6-b8cc-661f6a442d59,2
28,0.9523809523809523,1.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
29,0.8571428571428571,0.8388171173733221,007a6124-81e8-42e6-b8cc-661f6a442d59,2
30,1.0,0.8685438555590077,007a6124-81e8-42e6-b8cc-661f6a442d59,2
31,0.9523809523809523,0.7883620270069578,007a6124-81e8-42e6-b8cc-661f6a442d59,2
32,0.7619047619047619,0.5975736839850808,007a6124-81e8-42e6-b8cc-661f6a442d59,2
33,0.6190476190476191,0.4937800177933962,007a6124-81e8-42e6-b8cc-661f6a442d59,2
34,0.09523809523809523,0.039559177891545415,007a6124-81e8-42e6-b8cc-661f6a442d59,2
35,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
36,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
37,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
38,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
39,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
40,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
41,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
42,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
43,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
44,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
45,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
46,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
47,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,2
0,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
1,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
2,0.5,0.275,007a6124-81e8-42e6-b8cc-661f6a442d59,6
3,1.0,0.425,007a6124-81e8-42e6-b8cc-661f6a442d59,6
4,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
5,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
6,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
7,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
8,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
9,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
10,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
11,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
12,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
13,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
14,0.5,1.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
15,0.5,1.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
16,0.5,1.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
17,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
18,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
19,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
20,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
21,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
22,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
23,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
24,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
25,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
26,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
27,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
28,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
29,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
30,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
31,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
32,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
33,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
34,0.5,0.07820855614973263,007a6124-81e8-42e6-b8cc-661f6a442d59,6
35,0.5,0.07820855614973263,007a6124-81e8-42e6-b8cc-661f6a442d59,6
36,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
37,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
38,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
39,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
40,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
41,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
42,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
43,0.0,0.0,007a6124-81e8-42e6-b8cc-661f6a442d59,6
44,0.5,0.11090225563909774,007a6124-81e8-42e6-b8cc-661f6a442d59,6
45,0.5,0.11090225563909774,007a6124-81e8-42e6-b8cc-661f6a442d59,6
46,0.5,0.11090225563909774,007a6124-81e8-42e6-b8cc-661f6a442d59,6
47,1.0,0.07142857142857142,007a6124-81e8-42e6-b8cc-661f6a442d59,6
0,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
1,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
2,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
3,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
4,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
5,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
6,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
7,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
8,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
9,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
10,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
11,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
12,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
13,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
14,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
15,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
16,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
17,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
18,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
19,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
20,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
21,0.3333333333333333,0.5454545454545454,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
22,0.3333333333333333,0.5454545454545454,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
23,0.3333333333333333,0.40909090909090906,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
24,0.3333333333333333,0.40909090909090906,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
25,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
26,0.3333333333333333,0.9545454545454545,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
27,0.3333333333333333,0.9545454545454545,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
28,0.3333333333333333,0.9545454545454545,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
29,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
30,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
31,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
32,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
33,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
34,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
35,0.3333333333333333,0.45454545454545453,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
36,0.6666666666666666,0.8181818181818181,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
37,1.0,1.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
38,0.3333333333333333,0.45454545454545453,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
39,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
40,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
41,0.3333333333333333,0.21818181818181814,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
42,0.6666666666666666,0.9181818181818182,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
43,0.3333333333333333,0.7,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
44,0.3333333333333333,0.7,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
45,0.3333333333333333,0.7,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
46,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
47,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,1
0,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,19
1,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,19
2,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,19
3,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,19
4,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,19
5,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,19
6,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,19
7,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,19
8,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,19
9,0.0,0.0,03f953a0-2bdd-4cd6-89bf-578f615c54c2,19
